F1,F2,F3,F4
14.563505154639177,0.20016036655211844,3.241053837342496,2.219404352806414
14.666684617782941,0.20015872565970286,3.2406337688841056,2.2192058048241257
14.563505154639177,0.20016036655211844,3.241053837342496,2.219404352806414
14.666684617782941,0.20015872565970286,3.2406337688841056,2.2192058048241257
14.666684617782941,0.20015872565970286,3.2406337688841056,2.2192058048241257
14.666684617782941,0.20015872565970286,3.2406337688841056,2.2192058048241257
14.666684617782941,0.20015872565970286,3.2406337688841056,2.2192058048241257
14.66644565340587,0.2001586761872372,3.3431995919755186,2.1174940496429806
14.66644565340587,0.2001586761872372,3.3431995919755186,2.1174940496429806
14.563505154639177,0.20016036655211844,3.241053837342496,2.219404352806414
14.929420931073823,0.2001446976653581,3.33939393939394,2.1159529176058083
14.563264721880275,0.20016031605164397,3.3436460450602628,2.117674844693823
14.643761673248834,0.20015397995409046,3.341921042501319,2.1169762899385485
14.746793107827783,0.2001524067566988,3.3414927395114526,2.1168028449261262
14.723678604902155,0.2001476895112038,3.3402084694254324,2.1162827686102963
14.723678604902155,0.2001476895112038,3.3402084694254324,2.1162827686102963
14.620994919195107,0.200149266584378,3.2382122456009403,2.2180612567098232
14.643761673248834,0.20015397995409046,3.341921042501319,2.1169762899385485
0.10023902001792635,0.1002390200179266,3.444756498356738,2.315685688676427
14.747025027879335,0.2001524540873216,3.2390282463545153,2.218446944565999
14.826787773122241,0.2001462276088967,3.2374342678777337,2.217693540676583
14.643995036866952,0.20015402826703865,3.23943123636208,2.2186374203117643
14.643761673248834,0.20015397995409046,3.341921042501319,2.1169762899385485
14.666684617782941,0.20015872565970286,3.2406337688841056,2.2192058048241257
14.643995036866952,0.20015402826703865,3.23943123636208,2.2186374203117643
14.643761673248834,0.20015397995409046,3.341921042501319,2.1169762899385485
14.747025027879335,0.2001524540873216,3.2390282463545153,2.218446944565999
14.747025027879335,0.2001524540873216,3.2390282463545153,2.218446944565999
14.620994919195107,0.200149266584378,3.2382122456009403,2.2180612567098232
14.72390476731633,0.20014773566679855,3.2378203307006075,2.2178760156827084
14.803234432700881,0.2001414887445697,3.236221118610014,2.217120138093014
14.72390476731633,0.20014773566679855,3.2378203307006075,2.2178760156827084
14.643761673248834,0.20015397995409046,3.341921042501319,2.1169762899385485
14.826787773122241,0.2001462276088967,3.2374342678777337,2.217693540676583
14.620994919195107,0.200149266584378,3.2382122456009403,2.2180612567098232
14.540936928109284,0.20015562632390382,3.239840338919549,2.2188307851924463
14.643761673248834,0.20015397995409046,3.341921042501319,2.1169762899385485
14.643995036866952,0.20015402826703865,3.23943123636208,2.2186374203117643
14.747025027879335,0.2001524540873216,3.2390282463545153,2.218446944565999
14.746793107827783,0.2001524067566988,3.3414927395114526,2.1168028449261262
14.643995036866952,0.20015402826703865,3.23943123636208,2.2186374203117643
14.563264721880275,0.20016031605164397,3.3436460450602628,2.117674844693823
14.72390476731633,0.20014773566679855,3.2378203307006075,2.2178760156827084
14.540936928109284,0.20015562632390382,3.239840338919549,2.2188307851924463
14.643995036866952,0.20015402826703865,3.23943123636208,2.2186374203117643
14.66644565340587,0.2001586761872372,3.3431995919755186,2.1174940496429806
14.540936928109284,0.20015562632390382,3.239840338919549,2.2188307851924463
14.747025027879335,0.2001524540873216,3.2390282463545153,2.218446944565999
14.723678604902155,0.2001476895112038,3.3402084694254324,2.1162827686102963
